Date,AAPL,AMZN,GOOGL,JNJ,JPM,META,MSFT,NVDA,PG,XOM
2016-12-12,26.114,38.006,40.092075,89.92582,66.25719,116.95305,55.930454,2.2063394,66.786766,60.783554
2016-12-13,26.549616,38.717,40.46128,90.33897,66.28063,119.47542,56.65917,2.2452493,66.826,61.85253
2016-12-14,26.549616,38.441,40.58783,89.637405,66.25719,119.37612,56.389282,2.375281,66.19054,60.516327
2016-12-15,26.69482,38.05,40.476673,90.33897,67.25031,119.73362,56.29932,2.4309385,66.43373,60.72345
2016-12-16,26.729391,37.8885,40.188347,90.33115,66.421394,119.03848,56.047417,2.4728038,66.43373,60.9172
2016-12-19,26.883823,38.3,40.320354,90.440285,66.804565,118.41284,57.23493,2.5028484,66.45728,60.40943
2016-12-20,26.955269,38.561,40.454334,90.15967,67.66476,118.263885,57.162964,2.5900292,66.34743,60.416126
2016-12-21,26.980623,38.53,40.30546,89.8868,67.8368,118.21423,57.162964,2.6062822,66.11991,60.315887
2016-12-22,26.80315,38.317,40.180412,89.988174,67.94622,116.585625,57.17195,2.6378052,66.269005,60.710083
2016-12-23,26.856152,38.0295,40.087116,90.393524,68.07135,116.45653,56.893074,2.7035592,66.65341,60.60317
2016-12-27,27.02672,38.57,40.192818,90.35452,68.13393,117.19139,56.929058,2.8892472,66.37098,60.629906
2016-12-28,26.911484,38.6065,39.92682,89.72312,67.64128,116.10894,56.668167,2.6905072,65.95517,60.32926
2016-12-29,26.904566,38.2575,39.842957,90.02716,67.164276,115.5429,56.587204,2.7441947,66.17486,60.362656
2016-12-30,26.69482,37.4935,39.32537,89.80885,67.47706,114.25193,55.903484,2.6286933,65.963,60.30252
2017-01-03,26.770876,37.6835,40.097534,90.29998,68.21211,116.04936,56.29932,2.5122075,66.05716,60.72345
2017-01-04,26.74092,37.859,40.085625,90.15186,68.33793,117.86667,56.047417,2.5708199,66.292534,60.055336
2017-01-05,26.876904,39.0225,40.34616,91.09508,67.708885,119.83294,56.047417,2.505558,66.73185,59.16008
2017-01-06,27.176533,39.7995,40.951088,90.65856,67.71674,122.55392,56.53321,2.5390508,66.70834,59.126686
2017-01-09,27.425459,39.846,41.048847,90.64298,67.76394,124.033585,56.353294,2.6419914,66.21409,58.151264
2017-01-10,27.453121,39.795,40.990784,90.54944,67.96052,123.487404,56.335285,2.6220436,65.500145,57.40967
2017-01-11,27.600628,39.951,41.181843,89.4347,68.47161,125.21534,56.848095,2.5897822,65.70414,57.997574
2017-01-12,27.485392,40.682,41.165474,89.34897,67.811104,125.74165,56.3263,2.5474236,65.77474,57.683594
2017-01-13,27.436985,40.857,41.235435,89.33338,68.1728,127.449715,56.407265,2.5471778,65.90809,57.690258
2017-01-17,27.658245,40.486,41.06274,89.54385,65.69593,126.98299,56.254333,2.4900436,66.849556,58.365036
2017-01-18,27.65595,40.374,41.140156,89.41133,66.002594,127.03263,56.227337,2.5353563,67.15795,57.64351
2017-01-19,27.607546,40.452,40.9094,89.021576,65.49935,126.66521,56.047417,2.5897822,66.97606,56.607956
2017-01-20,27.658245,40.4165,41.097977,88.9826,65.790276,126.15875,56.44326,2.561462,69.150604,57.382965
2017-01-23,27.67669,40.894,41.904877,88.79547,65.82175,128.03563,56.641174,2.5880582,68.76314,56.7683
2017-01-24,27.65134,41.122,42.157967,87.11953,66.61593,128.47255,57.144966,2.6432228,69.4748,56.848465
2017-01-25,28.091564,41.826,42.60062,87.93023,67.64598,130.56796,57.288902,2.654552,68.921295,57.01549
2017-01-26,28.105392,41.9575,42.527676,87.181854,68.21212,131.85889,57.819702,2.7003577,68.47848,57.189198
2017-01-27,28.107695,41.7885,41.93465,88.38236,68.35366,131.26309,59.17815,2.7525682,68.57339,57.129063
2017-01-30,28.033945,41.519,40.882607,88.18747,67.64598,130.07141,58.59338,2.7094703,68.597084,56.694798
2017-01-31,27.969406,41.174,40.701965,88.28099,66.54514,129.416,58.16156,2.6887836,69.26921,56.046734
2017-02-01,29.675003,41.6175,40.45632,88.265434,66.796776,132.3058,57.19895,2.8062537,69.055725,55.412056
2017-02-02,29.624287,41.9975,40.606182,88.53044,66.51369,129.93239,56.830097,2.841717,69.39574,55.75278
2017-02-03,29.751062,40.51,40.69899,88.58501,68.55023,130.07141,57.288902,2.8168442,69.11899,55.812912
2017-02-06,30.029943,40.382,40.77293,88.39794,68.227844,131.14392,57.252934,2.8890016,69.11106,55.659256
2017-02-07,30.315756,40.625,41.150574,88.460304,68.18854,130.92546,57.064,2.9338226,69.59344,55.29848
2017-02-08,30.4333,40.9855,41.18283,88.39794,67.59093,133.26907,56.983025,2.9210172,69.84647,54.934418
2017-02-09,30.653206,41.068,41.19176,88.92801,68.56595,133.20947,57.63078,2.8660984,70.1153,55.17712
2017-02-10,30.583761,41.373,41.42947,89.83226,68.4087,133.25914,57.576794,2.798128,69.56179,55.635593
2017-02-13,30.854603,41.8265,41.633434,90.33115,69.31294,133.12013,58.22455,2.6690822,69.83066,55.959206
2017-02-14,31.255066,41.8195,41.686527,90.70533,70.42164,132.92152,58.441753,2.678933,69.4748,55.83785
2017-02-15,31.368498,42.135,41.552048,91.36013,71.231544,132.51431,58.405552,2.6843505,72.05265,56.067078
2017-02-16,31.331465,42.207,41.79273,92.046104,71.184364,132.91156,58.396496,2.6412535,71.79172,55.487267
2017-02-17,31.417112,42.2535,42.010086,92.65413,70.94847,132.60374,58.48701,2.6407604,72.0289,55.123196
2017-02-21,31.643953,42.822,42.145065,93.27775,71.5618,132.7924,58.36934,2.7353284,72.48753,55.210854
2017-02-22,31.738869,42.7805,42.24878,93.168625,71.601105,135.17575,58.251694,2.7311375,72.3057,54.563583
2017-02-23,31.60461,42.6095,42.230915,94.86801,71.656136,134.421,58.48701,2.477897,72.06055,55.136677
2017-02-24,31.634697,42.262,42.07261,96.303955,71.02712,134.50047,58.48701,2.5018153,71.9973,54.664722
2017-02-27,31.697193,42.432,42.164913,96.04502,71.10573,135.46373,58.13403,2.574557,71.87077,54.97487
2017-02-28,31.711092,42.252,41.92969,95.89591,71.25512,134.59978,57.90775,2.5023086,72.01311,54.82656
2017-03-01,32.35925,42.654,42.51626,97.19066,73.598305,136.46677,58.77663,2.5346115,72.47964,55.97269
2017-03-02,32.16712,42.4455,42.173847,97.01019,72.450325,135.81133,57.934917,2.4411566,71.88656,56.161472
2017-03-03,32.35693,42.494,42.13563,97.135704,72.96929,136.21848,58.15214,2.4271016,71.56239,55.595123
2017-03-06,32.255085,42.3305,42.04581,97.07293,72.27731,136.46677,58.17023,2.4083614,71.45957,55.844585
2017-03-07,32.296738,42.301,42.238358,97.1671,71.87631,136.34758,58.287888,2.4347458,71.396324,55.635593
2017-03-08,32.176388,42.525,42.361923,97.37896,71.71905,136.76466,58.8219,2.4303071,71.277695,54.63102
2017-03-09,32.102303,42.65,42.570347,98.83063,72.00214,137.28105,58.58658,2.4298143,71.43587,55.06252
2017-03-10,32.20878,42.623,42.747513,99.03463,71.774086,137.82722,58.767593,2.4441152,72.01311,55.02205
2017-03-13,32.222668,42.7295,42.904823,99.40343,71.837,138.63162,58.568474,2.5114331,72.20287,54.893955
2017-03-14,32.174065,42.6265,42.970825,99.69379,71.95493,138.35353,58.296947,2.5097067,71.957756,54.604053
2017-03-15,32.51435,42.6485,43.09389,101.19254,72.127914,138.75078,58.60468,2.528693,72.274055,55.285004
2017-03-16,32.567566,42.671,43.17379,100.80018,72.05717,139.01892,58.505116,2.559763,72.3057,55.3322
2017-03-17,32.40555,42.6155,43.291405,100.48631,71.3023,138.86993,58.713287,2.61549,71.957756,55.285004
2017-03-20,32.745834,42.8485,43.070072,100.49415,70.7912,138.96924,58.767593,2.6988344,72.131714,55.285004
2017-03-21,32.37081,42.16,42.18824,99.85071,68.715355,137.54918,58.115925,2.6115441,72.108,55.170387
2017-03-22,32.736576,42.403,42.171368,99.073875,68.82545,138.62167,58.858093,2.6648057,71.94982,55.123196
2017-03-23,32.620827,42.369,41.667667,98.791374,68.715355,138.5621,58.713287,2.640641,71.77587,55.19061
2017-03-24,32.556023,42.2805,41.443863,98.46183,68.6367,139.36647,58.81286,2.6500108,71.61774,54.76585
2017-03-27,32.611565,42.341,41.6111,98.71292,68.59742,139.3466,58.921467,2.669245,71.554474,54.77933
2017-03-28,33.287502,42.8,41.71631,98.60306,69.666794,140.77666,59.093433,2.6554363,71.767975,55.17712
2017-03-29,33.361565,43.716,42.17484,98.0224,69.40731,141.66045,59.25635,2.646806,71.64144,55.29848
2017-03-30,33.317596,43.817,42.155483,97.8184,70.00491,141.42212,59.47356,2.6976018,71.32516,56.431156
2017-03-31,33.255093,44.327,42.072113,97.73207,69.0692,141.0646,59.60932,2.686012,71.04839,55.291737
2017-04-03,33.264355,44.5755,42.51626,97.841934,68.81757,141.29301,59.328743,2.6724503,70.91397,55.3322
2017-04-04,33.51204,45.3415,42.308826,97.8341,69.04692,140.74681,59.491676,2.4850476,71.095825,55.534466
2017-04-05,33.338432,45.464,42.127197,97.92825,68.161194,140.866,59.3378,2.4665544,71.143295,55.642323
2017-04-06,33.255093,44.914,41.938133,98.1244,68.390526,140.19072,59.491676,2.4845555,70.69257,55.965946
2017-04-07,33.18102,44.744,41.789253,98.0224,68.15329,139.80342,59.44641,2.4739525,70.55813,55.797394
2017-04-10,33.14167,45.352,41.7694,97.567276,67.91603,140.06163,59.31064,2.4108272,70.76374,56.046837
2017-04-11,32.78518,45.118,41.679085,97.47313,67.79742,138.9494,59.265385,2.419458,71.00886,55.851337
2017-04-12,32.824535,44.8115,41.757496,98.399025,67.53643,138.61176,59.039116,2.3994842,71.412125,55.93898
2017-04-13,32.650906,44.2335,41.693974,98.07735,66.74562,138.42308,58.78568,2.3546066,71.190735,55.076004
2017-04-17,32.831482,45.0995,42.43587,98.65016,67.900215,140.439,59.265385,2.446828,71.47539,55.001823
2017-04-18,32.68564,45.189,42.379295,95.589874,67.34666,139.9822,59.18393,2.4483068,71.7996,54.64451
2017-04-19,32.565266,44.96,42.50435,95.23678,66.79308,141.28311,58.867157,2.457924,71.39324,54.26695
2017-04-20,32.972675,45.103,42.68151,95.62912,67.65506,142.80247,59.2835,2.496884,71.17809,54.61752
2017-04-21,32.93334,44.9265,42.625435,95.5428,66.84052,142.68332,60.09807,2.50724,70.612366,54.401787
2017-04-24,33.250465,45.3705,43.61694,96.42951,69.19717,144.46089,61.120834,2.5385559,71.35339,54.684963
2017-04-25,33.456493,45.381,44.108723,96.85322,69.7982,145.47383,61.473827,2.582694,71.711945,55.102947
2017-04-26,33.259724,45.4645,44.123623,96.916,69.93265,145.54333,61.39238,2.5649407,69.91119,54.880466
2017-04-27,33.285194,45.919,44.237747,97.096466,69.284164,146.67545,61.790604,2.6048863,69.87136,54.786095
2017-04-28,33.252777,46.2495,45.87935,96.884605,68.80176,149.20772,61.962574,2.5718455,69.5845,55.049026
2017-05-01,33.931038,47.4115,46.29124,96.7826,68.849205,151.4024,62.82241,2.6295445,69.39326,55.325462
2017-05-02,34.146297,47.347,46.503136,97.06507,68.406334,151.72017,62.72285,2.5516255,68.70006,55.318714
2017-05-03,34.042145,47.0515,47.066875,96.77478,68.80176,150.74696,62.523716,2.5706117,68.86738,55.75695
2017-05-04,33.919445,46.8765,47.378025,97.26127,68.88086,149.8036,62.279343,2.560749,68.88331,55.04229
2017-05-05,34.48196,46.7075,47.15769,96.916,68.80176,149.19783,62.45132,2.5609953,68.92315,55.29848
2017-05-08,35.419464,47.452,47.57504,96.71199,68.88086,150.01212,62.397015,2.534118,68.963,55.88504
2017-05-09,35.646343,47.641,47.476776,96.6806,68.60407,149.43616,62.48752,2.5383098,68.84346,55.49399
2017-05-10,35.47734,47.4475,47.38398,96.36671,69.14182,149.24745,62.731884,2.9907863,68.915184,55.74581
2017-05-11,35.78417,47.381,47.43608,96.67277,68.92831,148.99918,61.962574,3.1192558,68.66022,56.222214
2017-05-12,36.283924,48.0675,47.398865,97.01803,68.738495,149.28719,61.890167,3.1535306,68.67614,56.181396
2017-05-15,36.19093,47.8985,47.601337,99.64669,69.070656,149.14815,61.935417,3.311836,68.78769,56.35154
2017-05-16,36.137486,48.3035,47.868816,100.258736,69.284164,148.74101,63.182518,3.3734818,68.71598,56.181396
2017-05-17,34.924133,47.238,46.75523,99.39559,66.64279,143.8452,61.425667,3.149339,68.73192,55.800247
2017-05-18,35.45642,47.9245,47.168602,99.631004,66.39765,146.63573,61.635014,3.2812595,68.42117,55.636917
2017-05-19,35.577305,47.992,47.374554,99.654564,67.046135,147.03293,61.616837,3.3570402,68.71598,55.75943
2017-05-22,35.79348,48.5335,47.842014,99.85857,66.98286,147.21169,62.308624,3.4286244,68.692085,56.004433
2017-05-23,35.749287,48.577,48.16359,100.06259,67.82111,147.04286,62.518005,3.3824651,68.5885,56.2018
2017-05-24,35.642372,49.0175,48.513943,100.05472,67.7816,148.99918,62.599907,3.4204786,68.92315,56.004433
2017-05-25,35.765575,49.669,49.221104,100.73405,67.4969,150.90587,63.373653,3.4128258,69.21,55.636917
2017-05-26,35.70514,49.789,49.29107,100.252205,67.50478,151.0747,63.68316,3.5011954,69.520744,55.500813
2017-05-30,35.71909,49.835,49.434982,100.402275,66.350204,151.32298,64.09279,3.5759876,69.640274,55.19455
2017-05-31,35.507565,49.731,48.98439,101.302765,64.96625,150.40933,63.573925,3.5631526,70.19007,54.786205
2017-06-01,35.60519,49.7975,49.043938,101.72139,65.68592,150.47885,63.810574,3.5633998,70.22193,54.92232
2017-06-02,36.132816,50.3365,49.432507,102.74825,65.35376,152.54443,65.32164,3.5456274,70.58848,54.105625
2017-06-05,35.77951,50.567,49.817593,102.9694,65.47239,152.5643,65.79499,3.653496,70.70798,54.52757
2017-06-06,35.90038,50.15,49.46029,103.34064,65.60684,151.74998,66.013466,3.6369584,70.755806,55.269405
2017-06-07,36.11424,50.5035,49.699486,103.27748,66.3581,152.05783,65.89515,3.6808958,70.73188,55.065216
2017-06-08,36.0259,50.5135,49.837444,103.11949,67.180565,153.63681,65.49461,3.9479775,69.998825,54.867878
2017-06-09,34.628933,48.9155,48.142254,103.89354,68.77012,148.56226,64.01085,3.6927433,70.245834,55.895523
2017-06-12,33.801456,48.2455,47.729866,104.12265,68.78594,147.41031,63.51928,3.7018769,70.30959,56.439995
2017-06-13,34.073414,49.0395,48.161106,104.280624,69.015274,149.63474,64.311264,3.7371752,70.16617,56.46042
2017-06-14,33.741013,48.8235,48.03357,104.87305,68.872925,149.20772,63.96534,3.7450745,70.46896,55.854713
2017-06-15,33.53879,48.2085,47.64898,105.08628,68.46172,148.76088,63.628544,3.761119,71.21792,55.984016
2017-06-16,33.069263,49.3855,47.57156,106.12107,68.15329,149.59503,63.719574,3.7426069,71.44104,56.821125
2017-06-19,34.015293,49.7585,48.395344,105.8999,69.64794,151.80956,64.51149,3.8833055,71.60041,56.3243
2017-06-20,33.70615,49.6295,48.08617,106.018326,69.213,151.19386,63.637634,3.8776283,71.417114,56.01806
2017-06-21,33.906063,50.1115,48.562572,106.56338,68.89666,152.84235,63.96534,3.9363763,71.23388,55.42594
2017-06-22,33.85027,50.065,48.464817,107.46382,68.81757,152.33586,63.95625,3.9092236,70.93905,55.180935
2017-06-23,34.001354,50.187,48.934765,107.76398,68.691055,153.99428,64.820984,3.7971585,71.2498,55.54164
2017-06-26,33.89442,49.699,48.240017,107.69291,68.991554,152.52457,64.20202,3.7556882,71.20202,55.289814
2017-06-27,33.408634,48.839,47.049004,106.64236,69.632126,149.53546,63.000443,3.618198,70.60442,55.201355
2017-06-28,33.896748,49.5165,47.690163,105.70242,71.0319,152.177,63.537502,3.7458146,70.413155,55.4872
2017-06-29,33.397003,48.7965,46.539364,104.770355,72.083694,149.99225,62.34504,3.6206663,69.31359,54.92232
2017-06-30,33.476048,48.4,46.135418,104.493866,72.28137,149.93266,62.745586,3.568337,69.44107,54.942753
2017-07-03,33.355175,47.683,45.628242,104.97571,73.75246,147.40036,62.05375,3.439238,69.91119,55.87514
2017-07-05,33.49231,48.57,46.263447,105.56021,74.49199,149.29712,62.882107,3.531063,69.85539,55.024403
2017-07-06,33.17618,48.257,46.036663,104.675575,74.25341,147.78767,62.417843,3.5416768,69.61639,54.52757
2017-07-07,33.513233,48.938,46.687744,104.69135,74.62716,150.38948,63.228004,3.622641,69.83948,54.595646
2017-07-10,33.717773,49.8235,47.193417,103.90935,74.102356,152.43518,63.70135,3.7939494,69.39326,54.554806
2017-07-11,33.82702,49.7065,47.31897,103.65661,73.81607,154.19293,63.710453,3.8477597,69.13829,54.854263
2017-07-12,33.875828,50.3255,48.020172,104.4465,73.56163,157.79773,64.76638,4.011415,69.289696,55.09926
2017-07-13,34.347687,50.0315,48.07923,104.154236,74.03077,158.1552,65.330765,3.9650097,69.08251,55.10607
2017-07-14,34.642876,50.0905,48.479202,104.73875,73.35488,158.8603,66.25012,4.0716443,69.40122,55.317047
2017-07-17,34.76376,50.502,48.432064,104.383286,72.67102,158.62198,66.76899,4.054366,69.759796,55.031223
2017-07-18,34.884644,51.2225,48.97744,106.20795,72.41658,161.73029,66.72349,4.096576,70.62831,54.854263
2017-07-19,35.103107,51.3435,49.26626,106.80035,72.51996,163.00137,67.23326,4.0753484,70.9495,55.024403
2017-07-20,34.94506,51.435,49.237484,107.87459,72.51996,163.38867,67.56096,4.134589,71.15028,55.031223
2017-07-21,34.928783,51.2835,49.319363,106.879326,72.27343,163.28938,67.16951,4.1494017,71.158325,54.52757
2017-07-24,35.35183,51.9475,49.54118,105.06259,72.58355,164.84848,66.99656,4.101267,70.81302,54.357445
2017-07-25,35.502914,51.9935,48.08816,104.17004,73.79222,164.13345,67.53364,4.081519,71.58394,54.629673
2017-07-26,35.670277,52.64,47.903557,103.43544,73.10042,164.4612,67.4062,4.1286664,71.71243,54.697735
2017-07-27,34.99619,52.3,47.268353,103.34064,72.79826,169.25768,66.59604,3.9924092,72.82065,55.0108
2017-07-28,34.749805,51.002,47.55717,104.146355,72.58355,171.25375,66.4868,4.0578213,72.4432,54.173683
2017-07-31,34.570827,49.389,46.920483,104.833534,72.997055,168.07596,66.177315,4.011415,72.93305,54.473137
2017-08-01,34.877644,49.8095,46.973076,104.66765,73.975105,168.68169,66.06807,4.06029,73.15791,54.561607
2017-08-02,36.52564,49.7945,47.02668,104.39118,74.038765,168.12558,65.77679,4.0578213,73.10975,54.854263
2017-08-03,36.16072,49.346,46.66243,105.33114,73.55368,167.4205,65.676674,4.1094117,72.96517,54.779404
2017-08-04,36.351326,49.379,46.934875,105.19687,74.47608,168.44334,66.15911,4.127431,72.81259,54.588833
2017-08-07,36.913837,49.6135,46.932888,104.94412,74.76234,170.787,65.904236,4.254308,73.430954,54.554806
2017-08-08,37.209026,49.492,46.855473,104.47807,74.49199,170.0422,66.259254,4.2037053,73.54339,54.41867
2017-08-09,37.43681,49.1005,46.651516,105.236374,74.37269,169.99255,65.96793,4.248383,73.816414,54.588833
2017-08-10,36.24438,47.846,45.833195,105.12579,73.30717,166.23877,65.00305,4.0664616,73.67188,54.265865
2017-08-11,36.74843,48.3995,46.155766,105.13369,72.69489,166.91408,65.99525,3.849736,73.350655,53.743603
2017-08-14,37.30148,49.165,46.594448,105.43384,73.54572,169.56552,66.98744,4.156807,73.5996,53.75736
2017-08-15,37.709843,49.137,46.55227,105.35486,73.736565,169.8138,67.005775,4.1217546,74.04128,53.626816
2017-08-16,37.558163,48.909,46.859447,105.97886,73.227646,168.82074,67.39928,4.0765824,74.23402,53.23511
2017-08-17,36.837093,48.0285,46.035168,105.08628,72.082596,165.75218,66.25538,3.9857438,73.93689,52.403637
2017-08-18,36.75309,47.9235,45.961723,104.76244,72.154175,166.2487,66.33771,3.9864838,74.25812,52.664776
2017-08-21,36.685425,47.6645,45.698215,105.41017,72.06669,166.61613,66.026566,3.9284766,74.57128,52.486103
2017-08-22,37.285137,48.345,46.667397,106.397514,72.8062,168.46321,66.950874,4.015936,74.515076,52.73347
2017-08-23,37.331814,47.9,46.775578,104.89676,72.89367,167.53969,66.54819,4.0962296,74.23402,52.644142
2017-08-24,37.166126,47.6225,46.49321,104.967804,72.77441,166.57642,66.52077,4.0811596,74.09749,52.451733
2017-08-25,37.303814,47.263,46.176113,104.6737,73.06863,165.16626,66.63971,4.0470643,74.29022,52.719734
2017-08-28,37.67951,47.301,46.058495,104.72139,72.838036,166.0799,66.648865,4.075724,74.25812,52.54794
2017-08-29,38.015533,47.703,46.43664,105.09499,72.44043,166.88426,66.85019,4.0690536,74.13765,52.53419
2017-08-30,38.11822,48.3795,46.82768,104.1888,72.60743,168.74129,67.72872,4.0932665,73.776276,52.293686
2017-08-31,38.26989,49.03,47.40383,105.222176,72.27343,170.77708,68.42422,4.186159,74.09749,52.451733
2017-09-01,38.28155,48.9125,47.242554,104.15699,72.917534,170.82674,67.66464,4.211359,74.30627,52.61665
2017-09-05,37.821854,48.2635,46.720993,103.25873,71.1761,169.53574,67.36267,4.0989475,74.45886,53.035828
2017-09-06,37.782173,48.39,46.747787,103.87086,71.653206,170.89626,67.170494,4.096477,74.45886,54.1353
2017-09-07,37.63051,48.9735,47.138336,105.0791,70.396835,172.00847,68.030716,4.1155014,74.659615,54.30708
2017-09-08,37.016785,48.295,46.717514,104.11727,70.30935,169.76414,67.70126,4.0440993,74.55521,54.162796
2017-09-11,37.686504,48.898,46.81081,105.88989,71.39875,172.30637,68.41508,4.175289,75.47872,54.45828
2017-09-12,37.537155,49.129,46.97755,105.42887,72.27343,171.76022,68.34186,4.190358,75.09327,54.630062
2017-09-13,37.25481,49.98,47.165627,105.285774,72.48018,171.84958,68.82685,4.209136,75.125374,54.815605
2017-09-14,36.93511,49.6105,46.654,106.66095,72.33705,169.77408,68.42422,4.1851716,75.125374,55.0355
2017-09-15,37.308468,49.3395,46.413815,106.87558,72.85393,170.44937,68.91838,4.4497714,74.900536,55.021755
2017-09-18,37.026115,48.7095,46.13889,107.61489,73.88765,168.83063,68.78112,4.633582,74.80418,55.0355
2017-09-19,37.040123,48.493,46.491722,107.4877,74.69873,171.32326,69.03738,4.6286416,75.623276,55.124832
2017-09-20,36.419395,48.6605,47.021717,105.89785,75.22354,170.97566,68.57977,4.591336,75.807976,55.35161
2017-09-21,35.794014,48.2325,47.022213,104.72933,75.56547,169.92303,67.91176,4.4658294,74.39463,54.898075
2017-09-22,35.443974,47.755,46.80932,104.44317,75.40642,169.357,68.09479,4.422346,74.0734,54.91867
2017-09-25,35.131287,46.9895,46.36369,104.2683,74.84186,161.74019,67.042366,4.2247005,74.45886,55.647083
2017-09-26,35.735676,46.93,46.52,104.08548,74.507866,163.07089,67.042366,4.248417,74.402664,55.58523
2017-09-27,35.990036,47.5435,47.635082,103.13949,75.68473,166.51682,67.58233,4.3415604,72.973206,55.956303
2017-09-28,35.768337,47.82,47.87874,102.916954,75.84378,167.55954,67.600586,4.340323,72.98929,56.478565
2017-09-29,35.96435,48.0675,48.3209,103.34619,75.94716,169.6847,68.16799,4.4166656,73.06155,56.334263
2017-10-02,35.892017,47.9595,48.01074,104.30803,77.00473,168.29442,68.27779,4.422346,73.69594,56.093758
2017-10-03,36.048363,47.855,48.239517,105.00755,77.41027,168.78099,67.95751,4.4314876,73.97701,56.18308
2017-10-04,35.815025,48.2725,47.9765,105.63552,76.62305,167.25168,68.35103,4.468547,74.21795,56.203682
2017-10-05,36.26072,49.0425,48.890102,105.874,77.65481,170.05214,69.522385,4.4660754,73.90478,56.361725
2017-10-06,36.239716,49.479,49.309433,105.89785,77.518845,171.03525,69.54984,4.479171,74.14567,56.14871
2017-10-09,36.365726,49.5495,49.243435,106.0807,77.11095,171.30339,69.81521,4.5802183,73.97701,56.36862
2017-10-10,36.379726,49.36,49.01962,106.438385,77.68681,170.3997,69.81521,4.667678,73.57551,56.526665
2017-10-11,36.53141,49.75,49.905426,108.62441,77.45485,171.54173,69.93419,4.7173367,73.447014,56.760315
2017-10-12,36.403057,50.0465,49.905426,108.76747,76.775,171.35304,70.57477,4.719559,74.00113,56.643486
2017-10-13,36.63408,50.147,50.0156,108.4495,76.671036,172.5348,70.913376,4.807511,74.71584,56.629726
2017-10-16,37.308468,50.317,50.08904,108.20309,78.25467,173.30937,71.0598,4.89003,74.796135,56.904606
2017-10-17,37.44615,50.4565,50.17092,111.91529,78.07872,174.88835,71.00486,4.885581,74.5231,57.007683
2017-10-18,37.28048,49.85,50.257275,111.82788,78.37464,174.80891,71.02318,4.8813834,74.499016,56.87024
2017-10-19,36.39839,49.3305,49.716354,112.908966,78.47064,173.3491,71.29772,4.8868175,74.10258,56.8565
2017-10-20,36.461407,49.1455,49.876648,113.1951,79.590385,173.76619,72.12133,4.8645825,71.400276,57.11076
2017-10-23,36.44274,48.315,48.907467,114.16492,79.45442,170.08191,72.13965,4.857664,70.63166,57.20008
2017-10-24,36.659756,48.795,49.053864,112.59099,80.718124,170.60823,72.16712,4.908558,70.37277,57.358124
2017-10-25,36.498753,48.6455,49.20125,113.16329,80.7981,169.41656,71.95662,4.784534,70.27571,57.15199
2017-10-26,36.7321,48.6215,49.199265,112.72614,81.374,169.44637,72.0756,4.8346877,70.79348,57.358124
2017-10-27,38.048206,55.0475,51.295925,112.70228,81.39799,176.64607,76.69698,4.987123,70.42131,57.52306
2017-10-30,38.90461,55.5425,51.269123,111.28736,81.11006,178.62227,76.77018,5.0360394,69.79834,57.406246
2017-10-31,39.445988,55.264,51.264656,110.81836,80.47019,178.81097,76.120445,5.1094174,69.85496,57.27568
2017-11-01,38.944286,55.184,51.739075,111.27144,80.718124,181.39291,76.120445,5.1190534,70.299934,57.632996
2017-11-02,39.228966,54.711,51.757435,111.23171,81.25399,177.67886,76.91662,5.0879245,69.99249,57.399357
2017-11-03,40.253387,55.58,52.105804,111.35095,81.11006,177.67886,76.998985,5.155864,70.04914,57.15886
2017-11-06,40.661762,56.033,51.743046,111.096565,80.60615,178.92017,77.30097,5.1790867,69.62032,57.55054
2017-11-07,40.79244,56.1585,52.2249,111.10454,78.98254,178.99963,77.11795,5.238382,70.37277,57.433735
2017-11-08,41.12612,56.644,52.51769,112.33664,78.094734,178.31444,77.383354,5.1674743,70.85821,57.358124
2017-11-09,41.04213,56.4565,51.993156,111.56556,78.08671,178.05624,76.95321,5.072605,71.020035,57.701714
2017-11-10,40.90629,56.2675,51.815994,110.93757,77.99073,177.22206,76.751915,5.339922,71.32745,57.521397
2017-11-13,40.742355,56.4585,51.6696,111.096565,78.27067,177.52989,76.8068,5.253205,72.00709,57.48673
2017-11-14,40.12644,56.842,51.691437,110.88193,77.79878,176.8348,76.91662,5.291499,71.90189,57.03592
2017-11-15,39.59716,56.3345,51.431892,110.57192,78.53463,176.71559,76.31882,5.1877337,71.3841,56.32159
2017-11-16,40.070225,56.8645,52.030373,110.38911,78.75856,178.34421,76.52112,5.2280045,72.20936,55.870796
2017-11-17,39.847748,56.494,51.406094,109.697556,78.49463,177.75829,75.78534,5.221828,71.54591,55.648857
2017-11-20,39.80793,56.3155,51.34505,109.64187,79.19047,177.5001,75.90493,5.2890286,71.41648,55.86388
2017-11-21,40.547985,56.9745,52.12118,109.96779,79.1265,180.59848,76.9994,5.337699,71.78057,56.08579
2017-11-22,40.97421,57.808,52.201588,109.133156,78.89453,179.61534,76.43838,5.313717,71.46502,56.245308
2017-11-24,40.97655,59.3,52.429855,109.70549,78.63858,181.51207,76.57632,5.363904,71.562096,56.467247
2017-11-27,40.770447,59.7915,53.198547,110.44926,78.32667,181.76036,77.13736,5.2941856,71.97471,56.25224
2017-11-28,40.531578,59.68,52.765816,111.98486,81.07006,181.15457,78.06626,5.209387,72.33071,56.640644
2017-11-29,39.690834,58.0635,51.480034,111.81689,82.965645,173.91516,76.64988,4.8560934,72.31452,57.056744
